ids,target,prediction
mp-755721,0.0,0.00074685627
mp-754360,0.0,0.0047641494
mp-1213721,0.0,0.81615657
mp-772167,0.0,0.048684485
mp-756208,0.0,0.02124743
mp-1245996,0.0,0.070436224
mp-1220136,0.0,0.020373974
mp-775441,0.0,0.0014372797
mp-743972,0.0,0.21029858
mp-1224651,0.0,0.6522114
mp-1047490,0.0,0.10820045
mp-759037,0.0,0.054494355
mp-758400,0.0,0.0043214536
mp-1048270,0.0,0.013431174
mp-1094097,0.0,0.23985721
mp-774501,0.0,0.00026384284
mp-560849,1.0,0.6212544
mp-1099892,0.0,0.033448603
mp-778748,0.0,0.0013323303
mp-1095382,1.0,0.2632836
mp-706459,0.0,0.6821279
mp-1225715,0.0,0.06305184
mp-1181411,1.0,0.0706313
mp-683792,1.0,0.5525091
mp-22880,1.0,0.5065687
mp-1227209,0.0,0.008499408
mp-1233917,0.0,0.06029967
mp-1101560,0.0,0.0017658805
mp-1376289,0.0,0.025565993
mp-1225019,0.0,0.007356021
mp-1221870,0.0,0.015181562
mp-976603,0.0,0.26194987
mp-1201957,1.0,0.33060864
mp-6956,1.0,0.85276
mp-1096987,0.0,0.024307724
mp-1516692,0.0,0.08517698
mp-756231,0.0,0.033239
mp-1221020,0.0,0.007418552
mp-505314,1.0,0.009846662
mp-1022203,0.0,0.0009456489
mp-1224895,0.0,0.110755906
mp-1176962,0.0,0.0015918898
mp-586092,0.0,0.000731723
mp-1048047,0.0,0.00016442657
mp-553960,1.0,0.57565355
mp-1099276,0.0,0.0029880877
mp-759501,0.0,0.010211107
mp-1245508,0.0,0.020954741
mp-1208100,1.0,0.75857353
mp-1220376,0.0,0.40063393
mp-3501,1.0,0.68702924
mp-1177967,0.0,0.0014227342
mp-1105605,1.0,0.44124883
mp-1178294,0.0,0.011023833
mp-1201732,1.0,0.4669887
mp-2231471,0.0,0.00028514443
mp-754569,0.0,0.06604804
mp-1205475,1.0,0.33115605
mp-755553,0.0,0.018358778
mp-773804,0.0,0.0010670618
mp-1326275,0.0,0.089544035
mp-1099887,0.0,0.009954467
mp-542189,1.0,0.39236337
mp-1221857,0.0,0.006495257
mp-675830,0.0,0.05705291
mp-797054,0.0,0.0126204565
mp-760822,0.0,0.0031266552
mp-771580,0.0,0.002658283
mp-763922,0.0,0.0008322051
mp-1173765,0.0,0.03295903
mp-1519243,0.0,0.048066925
mp-759422,0.0,0.0027126467
mp-1219072,0.0,0.59221464
mp-38856,0.0,0.0052113375
mp-1232352,0.0,0.11508358
mp-756664,0.0,0.0018917937
mp-694868,0.0,0.35097444
mp-1101894,1.0,0.5722485
mp-1224545,0.0,0.1075786
mp-1178298,0.0,0.032725267
mp-753971,0.0,0.0010314623
mp-1188475,1.0,0.64819854
mp-1191800,1.0,0.36389476
mp-504974,1.0,0.21194738
mp-1097052,0.0,0.07154115
mp-30634,1.0,0.75951993
mp-1041792,0.0,0.1691988
mp-764668,0.0,0.18831995
mp-1638898,0.0,0.0026339204
mp-1022242,0.0,0.0023513127
mp-569547,1.0,0.22830336
mp-973089,0.0,0.2325743
mp-655124,0.0,0.0012233258
mp-769449,0.0,0.00060783286
mp-626088,0.0,0.18249056
mp-758397,0.0,0.14217284
mp-15722,1.0,0.5364464
mp-1046342,0.0,0.13634984
mp-1221288,0.0,0.19949606
mp-2218098,0.0,0.001688842
mp-1103895,1.0,0.23082286
mp-1247558,0.0,0.16662401
mp-622785,1.0,0.39705387
mp-775758,0.0,0.009226877
mp-559450,1.0,0.045292366
mp-721689,1.0,0.25589865
mp-1217161,0.0,0.1144512
mp-1385938,0.0,0.043167483
mp-541669,1.0,0.009616054
mp-764505,0.0,0.002353842
mp-756187,0.0,0.0043827654
mp-1028432,0.0,0.0022711405
mp-20431,1.0,0.09294194
mp-22444,1.0,0.84044
mp-1201036,1.0,0.17916566
mp-1520238,0.0,0.14761166
mp-1066862,0.0,0.08610054
mp-768068,0.0,0.00033010458
mp-1245918,0.0,0.22288989
mp-1222745,0.0,0.048878096
mp-1223440,0.0,0.07486049
mp-774903,0.0,0.07347739
mp-776660,0.0,0.0020604196
mp-1225118,0.0,0.13578695
mp-756848,0.0,0.01725284
mp-1216230,0.0,0.124406904
mp-1097047,0.0,0.15687151
mp-1211934,0.0,0.18973713
mp-771820,0.0,0.0017097342
mp-1225379,0.0,0.37972355
mp-30640,1.0,0.62972796
mp-777790,0.0,0.002018476
mp-531674,0.0,0.04218625
mp-1177765,0.0,0.0021048267
mp-1224961,0.0,0.14997049
mp-849584,0.0,0.0019820367
mp-1225209,0.0,0.502865
mp-1218942,0.0,0.18463403
mp-1227066,0.0,0.35670114
mp-1042054,0.0,0.015438187
mp-752624,0.0,0.02861395
mp-1080645,1.0,0.8499854
mp-3191,1.0,0.89386296
mp-774830,0.0,0.021903628
mp-1651542,0.0,0.14079882
mp-1178250,0.0,0.046390206
mp-1176833,0.0,0.0021169581
mp-766462,0.0,0.0009522054
mp-1915,1.0,0.88577
mp-1638869,0.0,0.0398461
mp-1218789,0.0,0.032376204
mp-1235267,0.0,0.0025103742
mp-1522734,0.0,0.045088463
mp-779074,0.0,0.0036145584
mp-1226245,0.0,0.036894504
mp-850757,0.0,0.06143094
mp-567844,1.0,0.6303476
mp-776544,0.0,0.0032352528
mp-28435,1.0,0.56975883
mp-1218774,0.0,0.20654023
mp-1095063,1.0,0.6305363
mp-777049,0.0,0.0015888974
mp-31818,0.0,0.20035662
mp-28771,1.0,0.079128966
mp-756078,0.0,0.019459732
mp-756776,0.0,0.0027735163
mp-1517169,0.0,0.05866324
mp-1214367,0.0,0.16092123
mp-1518318,0.0,0.043121267
mp-1235280,0.0,0.0003155897
mp-1068250,1.0,0.7722961
mp-778677,0.0,0.001468321
mp-1076854,0.0,0.018355105
mp-2242040,0.0,0.03272763
mp-21656,1.0,0.7351641
mp-768689,0.0,0.0013644632
mp-18730,1.0,0.27680057
mp-1217554,0.0,0.025053225
mp-1219210,0.0,0.016930811
mp-764708,0.0,0.0012346715
mp-1519954,0.0,0.051526614
mp-850397,0.0,0.00067661365
mp-779787,0.0,0.0029207643
mp-1226668,0.0,0.027074847
mp-772415,0.0,0.11748917
mp-1228949,0.0,0.0062997574
mp-31837,0.0,0.001849482
mp-1076445,0.0,0.027751015
mp-706341,0.0,0.008186547
mp-1325009,0.0,0.2503607
mp-1226582,0.0,0.20169058
mp-1216766,0.0,0.16743805
mp-2240530,0.0,0.0025998668
mp-1103214,1.0,0.6114797
mp-1216964,0.0,0.16995458
mp-1233521,0.0,0.0005082527
mp-1216094,0.0,0.09007228
mp-2218597,0.0,0.0003243066
mp-850955,0.0,0.04830717
mp-1924009,0.0,0.28550586
mp-1206640,0.0,0.27924672
mp-1215942,0.0,0.29967353
mp-1076431,0.0,0.055409487
mp-1213458,0.0,0.48190534
mp-1222420,0.0,0.004747051
mp-1201021,1.0,0.8447759
mp-775984,0.0,0.015789852
mp-643523,1.0,0.5973683
mp-624243,1.0,0.638763
mp-1201682,1.0,0.93026614
mp-1219270,0.0,0.062567405
mp-1246793,0.0,0.02259488
mp-1518138,0.0,0.06033514
mp-1246435,0.0,0.10330981
mp-1190340,1.0,0.22246309
mp-761215,0.0,0.0033946289
mp-2220487,0.0,0.001042381
mp-1246955,0.0,0.20324805
mp-1234291,0.0,0.14521465
mp-755965,0.0,0.0045091077
mp-1217486,0.0,0.0060562044
mp-2232429,0.0,0.00031403863
mp-631396,0.0,9.385789e-05
mp-1212814,0.0,0.12784618
mp-2230341,0.0,0.0013047216
mp-2240030,0.0,0.0035737797
mp-1076408,0.0,0.018660987
mp-1046445,0.0,0.00094572175
mp-1198179,1.0,0.0739891
mp-694534,0.0,0.0019379467
mp-764508,0.0,0.002477292
mp-567576,0.0,0.61153865
mp-2220744,0.0,0.00036850126
mp-1178085,0.0,0.006771222
mp-19059,1.0,0.062187426
mp-1245408,0.0,0.06423662
mp-557020,1.0,0.15302268
mp-772178,0.0,0.000802519
mp-1177796,0.0,0.0020186775
mp-1216193,0.0,0.25173408
mp-2220596,0.0,0.0010822637
mp-21141,1.0,0.3525235
mp-754123,0.0,0.000995875
mp-26704,0.0,0.10919559
mp-1518012,0.0,0.06275008
mp-1224916,0.0,0.50499403
mp-1190091,1.0,0.113903716
mp-2233579,0.0,0.0003274288
mp-1206560,0.0,0.32795373
mp-20890,1.0,0.50473267
mp-1177390,0.0,0.0012208521
mp-759247,0.0,0.03192262
mp-2217870,0.0,0.003446428
mp-1198666,1.0,0.45630762
mp-777679,0.0,0.012751982
mp-22611,1.0,0.40478924
mp-780207,0.0,0.0003749232
mp-1217669,0.0,0.20869726
mp-1212794,0.0,0.31842554
mp-26120,0.0,0.20341486
mp-849334,0.0,0.0010537254
mp-540431,0.0,0.0016479227
mp-768648,0.0,0.0011468339
mp-756419,0.0,0.13700901
mp-2228463,0.0,0.00037766277
mp-754972,0.0,0.005531032
mp-1178228,0.0,0.031073714
mp-690058,0.0,0.17459701
mp-1217154,0.0,0.031841382
mp-1392416,0.0,0.08775156
mp-754660,0.0,0.022725815
mp-570920,1.0,0.3260873
mp-771897,0.0,0.00027027578
mp-760831,0.0,0.031320453
mp-757415,0.0,0.09305573
mp-1188789,1.0,0.85960865
mp-1203609,1.0,0.48228195
mp-1225147,0.0,0.045509707
mp-1217802,0.0,0.4406249
mp-757451,0.0,0.0021376861
mp-1225227,0.0,0.027707651
mp-756289,0.0,0.00063071004
mp-1271128,0.0,0.21485795
mp-1035459,0.0,0.00033951012
mp-1218929,0.0,0.1674375
mp-1245277,0.0,0.06311458
mp-1216694,0.0,0.087269165
mp-1205043,1.0,0.42157364
mp-505332,1.0,0.6794129
mp-652804,0.0,0.34349895
mp-1225513,0.0,0.05006866
mp-1246245,0.0,0.30481857
mp-1265539,0.0,0.0046220818
mp-758414,0.0,0.014503784
mp-754391,0.0,0.0035398414
mp-972662,1.0,0.16556434
mp-2898735,0.0,0.12450271
mp-1218421,0.0,0.30336195
mp-1099713,0.0,0.015689565
mp-2232288,0.0,0.00039746825
mp-779526,0.0,0.0068423683
mp-1565615,0.0,0.2449913
mp-30044,1.0,0.21701239
mp-1223611,0.0,0.2329357
mp-1197545,1.0,0.5695141
mp-1213365,0.0,0.34396592
mp-1212115,0.0,0.85990965
mp-1221407,0.0,0.22714823
mp-759460,0.0,0.03451943
mp-770388,0.0,0.2917833
mp-1223233,0.0,0.019097155
mp-1022216,0.0,0.0011178177
mp-1196849,1.0,0.8407128
mp-760258,0.0,0.0021346714
mp-1037922,0.0,0.00034512978
mp-802705,0.0,0.003081982
mp-1220918,0.0,0.4903343
mp-1247500,0.0,0.14632532
mp-1194865,1.0,0.0010418667
mp-1229285,0.0,0.17280579
mp-25825,0.0,0.005115549
mp-1076597,0.0,0.018182695
mp-1227304,0.0,0.17858934
mp-530601,0.0,0.02838826
mp-704206,0.0,0.17887437
mp-850422,0.0,0.017943526
mp-19710,1.0,0.13314573
mp-1228952,0.0,0.06633195
mp-695816,0.0,0.0011750142
mp-1096551,0.0,0.026902441
mp-1226216,0.0,0.0140716955
mp-34493,0.0,0.00022831526
mp-1178301,0.0,0.022266284
mp-1247465,0.0,0.123166844
mp-2240335,0.0,0.0031425476
mp-800100,0.0,0.07880706
mp-1650315,0.0,0.0019449225
mp-758559,0.0,0.00022791266
mp-1233210,0.0,0.0010522717
mp-771952,0.0,0.017666992
mp-705896,0.0,0.0034026755
mp-21363,1.0,0.69202214
mp-1046349,0.0,0.029468434
mp-566717,0.0,0.18109651
mp-776806,0.0,0.0012807143
mp-756375,0.0,0.0014257262
mp-768400,0.0,0.009132392
mp-755146,0.0,0.10835812
mp-1226425,0.0,0.10159473
mp-757564,0.0,0.0010961331
mp-1071505,1.0,0.12983352
mp-763652,0.0,0.06562067
mp-768377,0.0,0.07296524
mp-1104229,1.0,0.42279372
mp-1173171,0.0,0.09773323
mp-1216171,0.0,0.01066955
mp-1199835,0.0,0.29415864
mp-1178099,0.0,0.0005900515
mp-1398131,0.0,0.01078937
mp-29423,1.0,0.67112404
mp-1246948,0.0,0.06598167
mp-1307940,0.0,0.0010377992
mp-704851,1.0,0.2519116
mp-1212190,0.0,0.35226402
mp-1193832,1.0,0.62549233
mp-774403,0.0,0.034167577
mp-638598,1.0,0.28871006
mp-2229372,0.0,0.004289214
mp-1192985,1.0,0.5113774
mp-995434,0.0,0.3996039
mp-743601,0.0,0.09121325
mp-1217120,0.0,0.013401963
mp-540072,0.0,0.17555346
mp-1205261,0.0,0.0021497717
mp-1245078,0.0,0.063789874
mp-764652,0.0,0.0024508785
mp-1220949,0.0,0.060278427
mp-1078217,1.0,0.16815831
mp-772705,0.0,0.0011774959
mp-1223588,0.0,0.25742796
mp-22194,1.0,0.18661398
mp-1195414,0.0,0.035759527
mp-21850,1.0,0.8344962
mp-760096,0.0,0.00401969
mp-1177968,0.0,0.0013409422
mp-555758,1.0,0.11142397
mp-774374,0.0,0.10380563
mp-757359,0.0,0.0010774235
mp-1042715,0.0,0.0007680701
mp-1234465,0.0,0.00048011643
mp-759606,0.0,0.03260136
mp-772072,0.0,0.0016182393
mp-1219100,0.0,0.18020546
mp-772596,0.0,0.0024587626
mp-22652,1.0,0.3622582
mp-1036954,0.0,0.0003493425
mp-779164,0.0,0.0032216392
mp-1246617,0.0,0.026851498
mp-1219995,0.0,0.37337944
mp-1192216,1.0,0.3549804
mp-1221997,0.0,0.0024480682
mp-17241,1.0,0.41812748
mp-775748,0.0,0.00070954795
mp-1022809,0.0,0.08427068
mp-26546,0.0,0.0016486384
mp-1304342,0.0,0.0030806197
mp-1198334,1.0,0.33586067
mp-1212682,0.0,0.17772263
mp-776554,0.0,0.0014038313
mp-1021950,0.0,0.028841402
mp-1520035,0.0,0.04531958
mp-1374596,0.0,0.2747977
mp-2230289,0.0,0.0010428091
mp-1286870,0.0,0.02599957
mp-850003,0.0,0.07250843
mp-1234707,0.0,0.00084718544
mp-705431,0.0,0.0013683893
mp-781077,0.0,0.009760887
mp-1245083,0.0,0.017600415
mp-774930,0.0,0.001727819
mp-556373,1.0,0.21147007
mp-1215436,0.0,0.015735168
mp-685663,0.0,0.00022353034
mp-1101312,0.0,0.029078111
mp-1234606,0.0,0.0014967074
mp-1216523,0.0,0.03270694
mp-1205429,0.0,0.10413901
mp-775272,0.0,0.051236916
mp-21880,1.0,0.0694291
mp-1199640,1.0,0.37551424
mp-1218289,0.0,0.38105604
mp-24117,1.0,0.4195872
mp-1188558,1.0,0.3174692
mp-755665,0.0,0.0026494206
mp-781080,0.0,0.017794985
mp-755632,0.0,0.010926619
mp-1217055,0.0,0.022891328
mp-1217937,0.0,0.025044004
mp-764111,0.0,0.07309211
mp-755273,0.0,0.0034618732
mp-1520955,0.0,0.037647963
mp-1245179,0.0,0.01644388
mp-23204,1.0,0.2716231
mp-1048504,0.0,0.023649696
mp-755490,0.0,0.048863973
mp-150,1.0,0.5401305
mp-505732,1.0,0.4271676
mp-540658,1.0,0.03421105
mp-1022181,0.0,0.0019409317
mp-1173807,0.0,0.06395895
mp-561395,1.0,0.25411436
mp-775996,0.0,0.03757115
mp-505098,1.0,0.38099715
mp-1177501,0.0,0.0015244989
mp-2224261,0.0,0.0009596052
mp-1182534,0.0,0.2598741
mp-760310,0.0,0.002633905
mp-763342,0.0,0.02841517
mp-673174,0.0,0.022548372
mp-675078,0.0,0.30862275
mp-1217178,0.0,0.081441104
mp-757567,0.0,0.0013988587
mp-756481,0.0,0.0482111
mp-1346391,0.0,0.057027884
mp-1099708,0.0,0.018785493
mp-752855,0.0,0.0030506284
mp-1234647,0.0,0.009874502
mp-1361380,0.0,0.24574997
mp-758602,0.0,0.0076324665
mp-1046490,0.0,0.19233412
mp-655631,1.0,0.092579946
mp-775337,0.0,0.0014547125
mp-558732,1.0,0.2115041
mp-1046475,0.0,0.06618363
mp-1219989,0.0,0.026652087
mp-774303,0.0,0.002211276
mp-805897,0.0,0.0039048288
mp-1076359,0.0,0.015379169
mp-758540,0.0,0.001790403
mp-1176487,0.0,0.010797119
mp-2217159,0.0,0.0016318068
mp-2232660,0.0,0.000402022
mp-757408,0.0,0.012464864
mp-1191401,1.0,0.28333873
mp-1222680,0.0,0.0005637578
mp-1217726,0.0,0.03355686
mp-1216576,0.0,0.006934959
mp-1197408,1.0,0.8492999
mp-1220842,0.0,0.045746457
mp-1226315,0.0,0.18706025
mp-1355442,0.0,0.0014315043
mp-776847,0.0,0.0016212079
mp-14698,1.0,0.26559296
mp-756592,0.0,0.0009830733
mp-1177625,0.0,0.001234895
mp-1246461,0.0,0.038826175
mp-1224453,0.0,0.29000542
mp-1517846,0.0,0.04032981
mp-754977,0.0,0.0016427876
mp-1177360,0.0,0.0015336295
mp-776272,0.0,0.00271387
mp-1225440,0.0,0.12467017
mp-1228238,0.0,0.028194042
mp-720196,0.0,0.037913248
mp-2218420,0.0,0.00033346246
mp-1184032,0.0,0.11998186
mp-18905,1.0,0.08531344
mp-555333,1.0,0.030885717
mp-1176790,0.0,0.0017768972
mp-1103452,1.0,0.23556581
mp-19844,1.0,0.560058
mp-776069,0.0,0.024568582
mp-1029659,0.0,0.100403756
mp-1224989,0.0,0.2513923
mp-1225928,0.0,0.013010762
mp-764385,0.0,0.0010256701
mp-777420,0.0,0.014189203
mp-757061,0.0,0.0022385526
mp-1008226,0.0,0.07287522
mp-2230658,0.0,0.00047870254
mp-2220817,0.0,0.0014597859
mp-1037531,0.0,0.00033350315
mp-1075966,0.0,0.033622373
mp-1043304,0.0,0.09794885
mp-1245426,0.0,0.1563679
mp-1207219,0.0,0.16486923
mp-1234032,0.0,0.000110721136
mp-705414,0.0,0.056076426
mp-774319,0.0,0.0018570414
mp-1221277,0.0,0.041027095
mp-1217868,0.0,0.18847401
mp-2232629,0.0,0.0003489474
mp-755818,0.0,0.004633851
mp-19061,1.0,0.011233603
mp-1522719,0.0,0.15163338
mp-1235545,0.0,0.0010796686
mp-1202536,1.0,0.87292004
mp-771052,0.0,0.0005211639
mp-775193,0.0,0.0010926999
mp-1199430,1.0,0.6928431
mp-1194558,1.0,0.6889315
mp-775766,0.0,0.03835465
mp-21671,1.0,0.11995298
mp-1197322,0.0,0.046347436
mp-1235710,0.0,0.00091706135
mp-758603,0.0,0.008064279
mp-779209,0.0,0.0011584834
mp-1184829,0.0,0.07698069
mp-753415,0.0,0.0014672546
mp-1215616,0.0,0.018809889
mp-776639,0.0,0.0014273592
mp-1228816,0.0,0.11330305
mp-757008,0.0,0.0014409099
mp-1188423,1.0,0.04948816
mp-1201346,1.0,0.33362
mp-2224233,0.0,0.015145459
mp-34864,0.0,0.017719982
mp-1191973,1.0,0.5071576
mp-1221619,0.0,0.07814993
mp-1216161,0.0,0.14116307
mp-2217227,0.0,0.0011783802
mp-1224810,0.0,0.012977383
mp-556646,1.0,0.5389144
mp-756404,0.0,0.0658436
mp-1225082,0.0,0.19294037
mp-1215830,0.0,0.043964203
mp-1037552,0.0,0.00034004656
mp-683944,0.0,0.37589574
mp-1518702,0.0,0.045554824
mp-1206795,0.0,0.4167073
mp-1212650,0.0,0.25529394
mp-849742,0.0,0.002135464
mp-1078182,1.0,0.6883775
mp-1182247,0.0,0.19508252
mp-757010,0.0,0.004026193
mp-1192960,0.0,0.58067477
mp-1096881,0.0,0.03902934
mp-1235959,0.0,0.007561402
mp-1224572,0.0,0.38084432
mp-1221970,0.0,0.016328113
mp-1302313,0.0,0.001000838
mp-1218549,0.0,0.14615516
mp-1214122,0.0,0.1063208
mp-1105487,1.0,0.2674467
mp-1224655,0.0,0.08581421
mp-1191539,1.0,0.22610047
mp-1225063,0.0,0.06815253
mp-759395,0.0,0.027153216
mp-1210304,0.0,0.21502437
mp-561063,1.0,0.08470299
mp-1219387,0.0,0.43368852
mp-1176739,0.0,0.032671127
mp-2224860,0.0,0.0021227298
mp-1176704,0.0,0.0026142893
mp-859543,0.0,0.002031771
mp-2232510,0.0,0.00025148032
mp-1189319,1.0,0.11469598
mp-780405,0.0,0.10287522
mp-8648,1.0,0.42280582
mp-743864,0.0,0.3656481
mp-1097372,0.0,0.00316206
mp-1188752,0.0,0.1675933
mp-1048853,0.0,0.044640243
mp-759165,0.0,0.08105229
mp-2228866,0.0,0.0025188974
mp-1272613,0.0,0.031161763
mp-1518402,0.0,0.04637557
mp-1308681,0.0,0.00045083356
mp-758585,0.0,0.052522715
mp-764903,0.0,0.00039129765
mp-1024054,0.0,0.3416337
mp-2219036,0.0,0.0027098414
mp-777451,0.0,0.010361563
mp-1008925,0.0,0.06707489
mp-1195799,1.0,0.5594811
mp-1181403,0.0,0.36002022
mp-754814,0.0,0.014761935
mp-1193931,1.0,0.751709
mp-1022698,0.0,0.0052657854
mp-1638522,0.0,0.021787366
mp-20547,1.0,0.060516603
mp-1228062,0.0,0.5757602
mp-10755,1.0,0.20198773
mp-1025289,0.0,0.40501535
mp-18968,1.0,0.0069434503
mp-759872,0.0,0.0006214719
mp-1192825,0.0,0.0026984327
mp-1078247,1.0,0.1402459
mp-776151,0.0,0.021271564
mp-756223,0.0,0.0017124547
mp-767269,0.0,0.09989254
mp-549237,1.0,0.15339522
mp-1076651,0.0,0.017884819
mp-11201,1.0,0.9176185
mp-757609,0.0,0.001110978
mp-31184,0.0,0.10997055
mp-1224152,0.0,0.017112141
mp-12837,1.0,0.26837507
mp-1233291,0.0,0.0011685226
mp-773162,0.0,0.0066509154
mp-1177019,0.0,0.0024887177
mp-1133344,0.0,0.06546758
mp-41963,0.0,0.009079686
mp-1227755,0.0,0.0017785167
mp-1234104,0.0,0.04632693
mp-1219263,0.0,0.1799783
mp-1095874,0.0,0.014710302
mp-19112,1.0,0.27828833
mp-758878,0.0,0.0056769582
mp-2228702,0.0,0.014928098
mp-1177762,0.0,0.0031329335
mp-1178317,0.0,0.15537553
mp-1207117,0.0,0.21629316
mp-759273,0.0,0.029437263
mp-2230003,0.0,0.0025983243
mp-772069,0.0,0.0009886873
mp-776752,0.0,0.0013048595
mp-769502,0.0,0.001232128
mp-1228034,0.0,0.1739251
mp-1035626,0.0,0.00032013128
mp-807581,0.0,0.0019902675
mp-756518,0.0,0.00059838017
mp-1359196,0.0,0.05042498
mp-1012640,0.0,0.0049959277
mp-755993,0.0,0.005150648
mp-39888,0.0,0.06111813
mp-776760,0.0,0.029914774
mp-2231632,0.0,0.0025093239
mp-541627,1.0,0.8284431
mp-796968,0.0,0.0006215359
mp-1246079,0.0,0.05650736
mp-772432,0.0,0.30615985
mp-1217288,0.0,0.3315884
mp-694989,0.0,0.56537366
mp-1446443,0.0,0.07068146
mp-1173278,0.0,0.0003783377
mp-1234921,0.0,0.00024999314
mp-1213069,0.0,0.45356026
mp-1228870,0.0,0.10055475
mp-1046351,0.0,0.06439201
mp-1221991,0.0,0.017909702
mp-778158,0.0,0.0017021382
mp-2217075,0.0,0.0018731598
mp-1216907,0.0,0.18992555
mp-1221006,0.0,0.2312121
mp-1219727,0.0,0.28096938
mp-1173821,0.0,0.051104985
mp-1225909,0.0,0.04482112
mp-735662,1.0,0.31023148
mp-1177973,0.0,0.0016461803
mp-1521193,0.0,0.041791644
mp-6247,1.0,0.06467365
mp-1225407,0.0,0.22321124
mp-754554,0.0,0.0009064042
mp-1211503,0.0,0.104404025
mp-849356,0.0,0.0012655195
mp-510028,1.0,0.7258853
mp-2222839,0.0,0.003993367
mp-1212719,0.0,0.42382511
mp-1037606,0.0,0.00036035775
mp-626570,0.0,0.14900687
mp-765598,0.0,0.002723476
mp-764872,0.0,0.004954392
mp-705424,0.0,0.057451863
mp-1229277,0.0,0.20630875
mp-1225105,0.0,0.048869357
mp-1207898,0.0,0.023343654
mp-2232376,0.0,0.0008016248
mp-1221180,0.0,0.07613397
mp-1022209,0.0,0.0034545935
mp-2232243,0.0,0.0007824826
mp-12091,1.0,0.4895906
mp-2230150,0.0,0.00038871146
mp-767746,0.0,0.00094599306
mp-1216151,0.0,0.020025369
mp-1408692,0.0,0.051344734
mp-2216304,0.0,0.0010206024
mp-759782,0.0,0.03742575
mp-24392,1.0,0.1544549
mp-1096975,0.0,0.16607489
mp-865179,0.0,0.080003224
mp-1125186,0.0,0.64716977
mp-1075997,0.0,0.023268884
mp-755710,0.0,0.0018491774
mp-569739,1.0,0.44047558
mp-1198345,0.0,0.21166886
mp-757662,0.0,0.00490366
mp-1189973,1.0,0.1760003
mp-543041,1.0,0.38670295
mp-1079306,1.0,0.10020915
mp-2225985,0.0,0.013265634
mp-22425,0.0,0.00023853898
mp-778510,0.0,0.010961603
mp-1233687,0.0,0.13764252
mp-1201833,1.0,0.22904499
mp-1575580,0.0,0.5257283
mp-754791,0.0,0.0024216198
mp-1018725,1.0,0.70264316
mp-780938,0.0,0.0014838078
mp-773627,0.0,0.00095912616
mp-1178257,0.0,0.19665277
mp-2232745,0.0,0.0036870998
mp-1210192,0.0,0.32765746
mp-1187429,0.0,0.11209125
mp-650954,1.0,0.27517796
mp-1018785,0.0,0.011775057
mp-1188725,1.0,0.092662275
mp-867567,0.0,0.0010774677
mp-1178256,0.0,0.008026498
mp-689973,0.0,0.0010173804
mp-697819,0.0,0.15528864
mp-755232,0.0,0.0006670989
mp-1211292,0.0,0.07782286
mp-763305,0.0,0.00039652703
mp-758830,0.0,0.016391343
mp-1032137,0.0,0.00014004463
mp-831073,0.0,0.007734597
mp-1182265,1.0,0.30294162
mp-1216650,0.0,0.028261902
mp-753695,0.0,0.0005636085
mp-25884,0.0,0.19368778
mp-1222681,0.0,0.0061020954
mp-2230603,0.0,0.0006931782
mp-1103886,1.0,0.24408484
mp-755094,0.0,0.00026673332
mp-759592,0.0,0.038130116
mp-755203,0.0,0.0021110033
mp-1254277,0.0,0.06423777
mp-1218295,0.0,0.05287777
mp-2217838,0.0,0.0042315475
mp-1227921,0.0,0.26844648
mp-1233940,0.0,0.00090522866
mp-2221096,0.0,0.003189439
mp-1193859,1.0,0.361496
mp-772600,0.0,0.0011285868
mp-572788,1.0,0.066792496
mp-1520110,0.0,0.041089416
mp-1105372,1.0,0.5563107
mp-1516413,0.0,0.074925646
mp-699648,1.0,0.13335308
mp-24008,1.0,0.66314673
mp-1224928,0.0,0.18746118
mp-1227961,0.0,0.0711252
mp-850961,0.0,0.009502304
mp-758421,0.0,0.005235326
mp-1223264,0.0,0.02255787
mp-1104887,1.0,0.118131176
mp-867706,0.0,0.015049371
mp-603934,1.0,0.37661558
mp-1223044,0.0,0.0013033119
mp-797419,0.0,0.00215773
mp-1190207,1.0,0.6351691
mp-752448,0.0,0.028019447
mp-781609,0.0,0.06055766
mp-1225732,0.0,0.024166053
mp-775987,0.0,0.013464094
mp-626070,0.0,0.13043596
mp-1185789,0.0,0.00051781116
mp-697758,0.0,0.0018609964
mp-771947,0.0,0.0051350584
mp-1284148,0.0,0.41566563
mp-753015,0.0,0.017300745
mp-704626,1.0,0.3703394
mp-623035,0.0,0.39047855
mp-2220503,0.0,0.0014593397
mp-761819,0.0,0.0033410613
mp-555667,1.0,0.53179145
mp-1178293,0.0,0.044013143
mp-759584,0.0,0.0049639125
mp-2224795,0.0,0.00030876725
mp-1201806,1.0,0.6756794
mp-568725,1.0,0.9565243
mp-777683,0.0,0.014748251
mp-2763178,0.0,0.030357437
mp-699352,0.0,0.00092870166
mp-1048505,0.0,0.05479855
mp-639789,1.0,0.1191954
mp-765416,0.0,0.010088887
mp-2232176,0.0,0.00021168747
mp-769871,0.0,0.0005547876
mp-556802,1.0,0.25758404
mp-1215526,0.0,0.023956878
mp-1226057,0.0,0.35703048
mp-1076592,0.0,0.027790602
mp-1246475,0.0,0.07701363
mp-752777,0.0,0.0009894402
mp-1523210,0.0,0.07729813
mp-1103030,1.0,0.7668852
mp-754258,0.0,0.00086282066
mp-2228785,0.0,0.0012642088
mp-776663,0.0,0.0020271991
